Index(Frame ID),Front vehicle position(global_X),Front vehicle position(global_Y),Front vehicle velocity(m/s),Rear vehicle position(global_X),Rear vehicle position(global_Y),Rear vehicle velocity(m/s),Ego vehicle velocity(m/s)
7444,6451331.166,1873108.787,10.810728436452301,6451149.053,1873290.402,8.6558975921975,9.146601645839683
7445,6451333.737,1873106.349,10.865589759219748,6451151.038,1873288.193,8.741237427613532,9.042974702834503
7446,6451336.428,1873103.869,10.789393477598292,6451152.93,1873285.855,8.722950320024383,8.896677842121305
7447,6451339.228,1873101.34,10.82901554404145,6451154.751,1873283.398,8.780859494056688,8.835720816824137
7448,6451342.137,1873098.779,11.063700091435537,6451156.611,1873280.83,9.012496190185919,8.896677842121305
7449,6451345.178,1873096.215,11.46601645839683,6451158.474,1873278.241,9.399573300822919,9.018591892715635
7450,6451348.198,1873093.657,11.88966778421213,6451160.358,1873275.673,9.777506857665346,9.143553794574824
7451,6451351.218,1873091.099,12.060347455044193,6451162.383,1873273.104,10.036574215178298,9.271563547698872
7452,6451354.238,1873088.541,12.051203901249618,6451164.488,1873270.525,10.22554099359951,9.408716854617495
7453,6451357.258,1873085.982,11.971959768363304,6451166.726,1873267.931,10.33221578786955,9.515391648887533
7454,6451360.294,1873083.394,11.76470588235294,6451168.993,1873265.34,10.335263639134409,9.515391648887533
7455,6451363.187,1873080.857,11.42944224321853,6451171.201,1873262.759,10.29868942395611,9.405669003352635
7456,6451365.962,1873078.455,11.045412983846388,6451173.312,1873260.2,10.310880829015543,9.262419993904297
7457,6451368.628,1873076.14,10.752819262419994,6451175.446,1873257.6,10.408412069491009,9.164888753428832
7458,6451371.153,1873073.83,10.61871380676623,6451177.651,1873254.928,10.54556537640963,9.13441024078025
7459,6451373.633,1873071.433,10.606522401706796,6451179.877,1873252.182,10.67052727826882,8.982017677537335
7460,6451376.169,1873068.984,10.646144468149954,6451182.009,1873249.408,10.783297775068577,8.616275525754343
7461,6451378.692,1873066.558,10.67052727826882,6451184.261,1873246.663,10.938738189576348,8.35416031697653
7462,6451381.214,1873064.131,10.67052727826882,6451186.552,1873243.88,11.170374885705577,8.39073453215483
7463,6451383.736,1873061.705,10.664431575739105,6451188.91,1873241.021,11.438585797013106,8.777811642791832
7464,6451386.259,1873059.278,10.664431575739105,6451191.368,1873238.092,11.6946053032612,9.39652544955806
7465,6451388.781,1873056.852,10.664431575739105,6451193.897,1873235.119,11.911002743066136,9.902468759524535
7466,6451391.303,1873054.425,10.664431575739105,6451196.483,1873232.159,11.944529106979578,10.252971654983236
7467,6451393.826,1873051.999,10.664431575739105,6451199.189,1873229.196,11.76470588235294,10.505943309966472
7468,6451396.348,1873049.573,10.664431575739105,6451201.877,1873226.234,11.615361170374886,10.63700091435538
7469,6451398.871,1873047.146,10.664431575739105,6451204.566,1873223.272,11.621456872904602,10.67357512953368
7470,6451401.393,1873044.72,10.664431575739105,6451207.254,1873220.311,11.807375800060957,10.67052727826882
7471,6451403.915,1873042.293,10.664431575739105,6451209.943,1873217.349,12.06644315757391,10.664431575739105
7472,6451406.438,1873039.867,10.664431575739105,6451212.632,1873214.387,12.173117951843949,10.664431575739105
7473,6451408.96,1873037.44,10.664431575739105,6451215.346,1873211.447,12.218835720816825,10.664431575739105
7474,6451411.482,1873035.014,10.664431575739105,6451217.975,1873208.487,12.40475464797318,10.664431575739105
7475,6451414.005,1873032.587,10.664431575739105,6451220.592,1873205.402,12.752209692167023,10.664431575739105
7476,6451416.527,1873030.161,10.664431575739105,6451223.407,1873202.195,13.212435233160623,10.664431575739105
7477,6451419.049,1873027.735,10.661383724474245,6451226.354,1873198.856,13.663517220359646,10.664431575739105
7478,6451421.572,1873025.308,10.655288021944529,6451229.454,1873195.49,13.992685156964338,10.664431575739105
7479,6451424.094,1873022.882,10.68881438585797,6451232.736,1873192.144,14.181651935385553,10.664431575739105
7480,6451426.595,1873020.476,10.783297775068577,6451236.018,1873188.8,14.260896068271867,10.664431575739105
7481,6451429.16,1873018.029,10.926546784516916,6451239.299,1873185.456,14.151173422736969,10.664431575739105
7482,6451431.77,1873015.498,11.039317281316672,6451242.581,1873182.111,13.666565071624506,10.664431575739105
7483,6451434.435,1873012.934,11.039317281316672,6451245.862,1873178.767,12.996037793355685,10.664431575739105
7484,6451437.046,1873010.402,10.926546784516916,6451249.144,1873175.423,12.569338616275525,10.664431575739105
7485,6451439.61,1873007.956,10.676622980798538,6451252.438,1873172.033,12.50838159097836,10.661383724474245
7486,6451442.118,1873005.552,10.35355074672356,6451255.578,1873168.766,12.68515696434014,10.658335873209387
7487,6451444.615,1873003.119,10.19506248095093,6451258.584,1873165.653,12.727826882048156,10.697957939652545
7488,6451447.135,1873000.682,10.28040231636696,6451261.459,1873162.682,12.471807375800061,10.816824138982017
7489,6451449.756,1872998.263,10.569948186528498,6451264.188,1873159.843,12.209692167022249,11.033221578786955
7490,6451452.448,1872995.875,10.93569033831149,6451266.829,1873156.926,12.12130448034136,11.32276744894849
7491,6451455.215,1872993.517,11.142944224321853,6451269.53,1873153.941,12.157878695519658,11.618409021639742
7492,6451458.084,1872991.167,11.213044803413593,6451272.202,1873150.98,12.252362084730265,11.853093569033831
7493,6451460.926,1872988.811,11.243523316062175,6451274.927,1873148.019,12.368180432794878,11.993294727217311
7494,6451463.769,1872986.455,11.246571167327033,6451277.728,1873145.052,12.483998780859494,12.051203901249618
7495,6451466.611,1872984.099,11.249619018591892,6451280.593,1873142.043,12.554099359951232,12.06339530630905
7496,6451469.454,1872981.743,11.240475464797319,6451283.53,1873139.1,12.544955806156658,12.057299603779336
7497,6451472.296,1872979.387,11.142944224321853,6451286.541,1873136.309,12.517525144772934,12.023773239865895
7498,6451475.147,1872976.992,10.920451081987197,6451289.542,1873133.576,12.5419079548918,11.944529106979578
7499,6451477.843,1872974.678,10.594330996647363,6451292.536,1873130.786,12.627247790307832,11.752514477293508
7500,6451480.437,1872972.522,10.259067357512953,6451295.521,1873127.831,12.691252666869856,11.46906430966169
7501,6451482.94,1872970.386,10.048765620237731,6451298.492,1873124.817,12.657726302956416,11.350198110332215
7502,6451485.288,1872968.2,10.039622066443156,6451301.44,1873121.901,12.523620847302652,11.472112160926546
7503,6451487.638,1872965.928,10.204206034745503,6451304.351,1873119.066,12.362084730265163,11.761658031088084
7504,6451490.098,1872963.596,10.505943309966472,6451307.233,1873116.293,12.212740018287107,12.072538860103625
7505,6451492.632,1872961.211,10.844254800365741,6451310.132,1873113.512,12.032916793660467,12.194452910697956
7506,6451495.234,1872958.654,11.11246571167327,6451312.957,1873110.738,11.770801584882657,12.188357208168242
7507,6451497.943,1872956.041,11.249619018591892,6451315.699,1873108.071,11.423346540688813,12.182261505638524
7508,6451500.691,1872953.545,11.28924108503505,6451318.362,1873105.539,11.069795793965254,12.182261505638524
7509,6451503.424,1872951.101,11.334958854007922,6451320.942,1873103.113,10.847302651630601,12.182261505638524
7510,6451506.142,1872948.616,11.459920755867113,6451323.421,1873100.727,10.813776287717157,12.182261505638524
7511,6451508.917,1872946.025,11.654983236818044,6451325.986,1873098.281,10.728436452301128,12.182261505638524
7512,6451511.767,1872943.382,11.85614142029869,6451328.596,1873095.749,10.384029259372141,12.182261505638524
7513,6451514.679,1872940.763,12.01158183480646,6451331.262,1873093.185,10.039622066443156,12.182261505638524
7514,6451517.667,1872938.143,12.115208777811642,6451333.872,1873090.654,9.935995123437976,12.185309356903382
7515,6451520.706,1872935.523,12.173117951843949,6451336.415,1873088.228,10.204206034745503,12.206644315757389
7516,6451523.728,1872932.903,12.1914050594331,6451338.958,1873085.802,10.713197195976836,12.258457787259982
7517,6451526.751,1872930.283,12.1914050594331,6451341.568,1873083.271,11.014934471197805,12.307223407497714
7518,6451529.773,1872927.663,12.1914050594331,6451344.234,1873080.707,11.033221578786955,12.310271258762572
7519,6451532.796,1872925.043,12.1914050594331,6451346.844,1873078.175,10.920451081987197,12.261505638524838
7520,6451535.818,1872922.423,12.1914050594331,6451349.409,1873075.729,10.774154221274001,12.206644315757389
7521,6451538.841,1872919.803,12.188357208168242,6451351.91,1873073.323,10.70710149344712,12.206644315757389
7522,6451541.863,1872917.183,12.182261505638524,6451354.411,1873070.917,10.771106370009145,12.261505638524838
7523,6451544.886,1872914.563,12.115208777811642,6451356.975,1873068.47,10.944833892106065,12.313319110027429
7524,6451547.908,1872911.943,11.975007619628162,6451359.587,1873065.959,11.155135629381286,12.310271258762572
7525,6451550.931,1872909.323,11.886619932947271,6451362.25,1873063.376,11.292288936299908,12.261505638524838
7526,6451553.953,1872906.703,11.895763486741847,6451364.991,1873060.738,11.292288936299908,12.212740018287107
7527,6451556.976,1872904.083,12.002438281011887,6451367.654,1873058.155,11.155135629381286,12.1914050594331
7528,6451559.998,1872901.463,12.13654373666565,6451370.266,1873055.644,10.950929594635781,12.188357208168242
7529,6451563.021,1872898.843,12.1914050594331,6451372.831,1873053.197,10.780249923803717,12.188357208168242
7530,6451566.043,1872896.223,12.1914050594331,6451375.332,1873050.791,10.685766534593112,12.1914050594331
7531,6451569.066,1872893.603,12.1914050594331,6451377.854,1873048.365,10.655288021944529,12.1914050594331
7532,6451572.088,1872890.983,12.1914050594331,6451380.376,1873045.938,10.658335873209387,12.1914050594331
7533,6451575.111,1872888.363,12.1914050594331,6451382.899,1873043.512,10.664431575739105,12.1914050594331
7534,6451578.133,1872885.743,12.1914050594331,6451385.421,1873041.086,10.658335873209387,12.127400182871074
7535,6451581.156,1872883.123,12.1914050594331,6451387.943,1873038.659,10.658335873209387,11.981103322157878
7536,6451584.178,1872880.503,12.1914050594331,6451390.473,1873036.235,10.716245047241694,11.877476379152696
7537,6451587.201,1872877.883,12.1914050594331,6451392.948,1873033.823,10.89911612313319,11.877476379152696
7538,6451590.223,1872875.263,12.1914050594331,6451395.571,1873031.386,11.231331911002743,11.981103322157878
7539,6451593.246,1872872.643,12.1914050594331,6451398.334,1873028.862,11.67936604693691,12.127400182871074
7540,6451596.268,1872870.023,12.1914050594331,6451401.245,1873026.232,12.130448034135933,12.1914050594331
7541,6451599.291,1872867.403,12.1914050594331,6451404.304,1873023.526,12.474855227064918,12.1914050594331
7542,6451602.313,1872864.783,12.1914050594331,6451407.519,1873020.81,12.676013410545567,12.1914050594331
7543,6451605.336,1872862.163,12.1914050594331,6451410.722,1873018.107,12.752209692167023,12.1914050594331
7544,6451608.358,1872859.543,12.1914050594331,6451413.925,1873015.405,12.764401097226456,12.1914050594331
7545,6451611.381,1872856.923,12.1914050594331,6451417.128,1873012.702,12.767448948491314,12.1914050594331
7546,6451614.403,1872854.303,12.1914050594331,6451420.331,1873009.999,12.752209692167023,12.1914050594331
7547,6451617.426,1872851.683,12.1914050594331,6451423.534,1873007.297,12.645534897896983,12.1914050594331
7548,6451620.448,1872849.063,12.1914050594331,6451426.744,1873004.555,12.377323986589454,12.1914050594331
7549,6451623.471,1872846.443,12.1914050594331,6451429.786,1873001.896,11.935385553185004,12.1914050594331
7550,6451626.493,1872843.823,12.194452910697956,6451432.673,1872999.38,11.304480341359342,12.1914050594331
7551,6451629.516,1872841.203,12.200548613227674,6451435.426,1872997.033,10.655288021944529,12.1914050594331
7552,6451632.538,1872838.583,12.167022249314233,6451437.987,1872994.704,10.347455044193843,12.1914050594331
7553,6451635.583,1872835.943,12.072538860103625,6451440.591,1872992.231,10.490704053642183,12.1914050594331
7554,6451638.559,1872833.341,11.929289850655287,6451443.248,1872989.645,10.97226455348979,12.1914050594331
7555,6451641.492,1872830.821,11.81956720512039,6451445.986,1872987.009,11.545260591283146,12.1914050594331
7556,6451644.364,1872828.331,11.81956720512039,6451448.779,1872984.32,11.904907040536422,12.1914050594331
7557,6451647.297,1872825.811,11.929289850655287,6451451.62,1872981.567,12.072538860103625,12.1914050594331
7558,6451650.273,1872823.209,12.072538860103625,6451454.524,1872978.773,12.163974398049374,12.1914050594331
7559,6451653.318,1872820.57,12.17007010057909,6451457.406,1872976.0,12.1914050594331,12.1914050594331
7560,6451656.34,1872817.95,12.209692167022249,6451460.289,1872973.227,12.188357208168242,12.1914050594331
7561,6451659.363,1872815.33,12.215787869551965,6451463.172,1872970.454,12.182261505638524,12.1914050594331
7562,6451662.39,1872812.703,12.1914050594331,6451466.055,1872967.681,12.182261505638524,12.1914050594331
7563,6451665.413,1872810.083,12.1182566290765,6451468.937,1872964.908,12.176165803108809,12.1914050594331
7564,6451668.409,1872807.497,11.99634257848217,6451471.82,1872962.135,12.176165803108809,12.1914050594331
7565,6451671.371,1872804.949,11.85614142029869,6451474.703,1872959.362,12.231027125876258,12.1914050594331
7566,6451674.305,1872802.449,11.749466626028648,6451477.56,1872956.611,12.40475464797318,12.1914050594331
7567,6451677.232,1872799.985,11.700701005790917,6451480.538,1872953.838,12.72173117951844,12.1914050594331
7568,6451680.163,1872797.525,11.700701005790917,6451483.62,1872950.947,13.120999695214872,12.1914050594331
7569,6451683.095,1872795.054,11.700701005790917,6451486.813,1872947.898,13.477598293203291,12.1914050594331
7570,6451686.044,1872792.539,11.636696129228893,6451490.111,1872944.787,13.69399573300823,12.1914050594331
7571,6451688.952,1872790.025,11.46906430966169,6451493.528,1872941.779,13.782383419689118,12.200548613227674
7572,6451691.785,1872787.593,11.21914050594331,6451496.923,1872938.827,13.809814081072844,12.212740018287107
7573,6451694.563,1872785.262,10.960073148430356,6451500.317,1872935.839,13.818957634867418,12.209692167022249
7574,6451697.267,1872783.007,10.761962816214568,6451503.712,1872932.787,13.815909783602558,12.173117951843949
7575,6451699.954,1872780.783,10.640048765620236,6451507.109,1872929.753,13.815909783602558,12.112160926546785
7576,6451702.574,1872778.495,10.56690033526364,6451510.487,1872926.825,13.864675403840293,12.042060347455044
7577,6451705.149,1872776.17,10.524230417555623,6451513.934,1872923.87,13.998780859494056,11.981103322157878
7578,6451707.696,1872773.882,10.515086863761049,6451517.428,1872920.842,14.190795489180129,11.938433404449864
7579,6451710.286,1872771.627,10.54556537640963,6451520.974,1872917.746,14.358427308747332,11.917098445595855
7580,6451712.944,1872769.394,10.60042669917708,6451524.582,1872914.619,14.44986284669308,11.923194148125571
7581,6451715.601,1872767.109,10.646144468149954,6451528.174,1872911.504,14.474245656811947,11.917098445595855
7582,6451718.211,1872764.771,10.667479427003961,6451531.76,1872908.397,14.4193843340445,11.828710758914966
7583,6451720.833,1872762.453,10.67052727826882,6451535.33,1872905.301,14.321853093569034,11.615361170374886
7584,6451723.456,1872760.135,10.667479427003961,6451538.963,1872902.175,14.352331606217618,11.304480341359342
7585,6451726.078,1872757.817,10.667479427003961,6451542.648,1872898.98,14.553489789698261,10.97226455348979
7586,6451728.7,1872755.499,10.667479427003961,6451546.38,1872895.723,14.855227064919232,10.70405364218226
7587,6451731.323,1872753.181,10.667479427003961,6451550.18,1872892.429,15.135629381286192,10.54556537640963
7588,6451733.945,1872750.863,10.667479427003961,6451553.958,1872889.154,15.245352026821092,10.496799756171898
7589,6451736.567,1872748.545,10.667479427003961,6451557.736,1872885.879,15.242304175556232,10.530326120085338
7590,6451739.19,1872746.227,10.667479427003961,6451561.514,1872882.604,15.239256324291373,10.597378847912223
7591,6451741.812,1872743.908,10.667479427003961,6451565.293,1872879.329,15.239256324291373,10.649192319414812
7592,6451744.434,1872741.59,10.667479427003961,6451569.071,1872876.054,15.239256324291373,10.67052727826882
7593,6451747.057,1872739.272,10.667479427003961,6451572.849,1872872.779,15.239256324291373,10.67052727826882
7594,6451749.679,1872736.954,10.667479427003961,6451576.627,1872869.504,15.233160621761657,10.667479427003961
7595,6451752.301,1872734.636,10.630905211825663,6451580.405,1872866.229,15.230112770496799,10.667479427003961
7596,6451754.924,1872732.318,10.542517525144774,6451584.183,1872862.954,15.269734836939957,10.667479427003961
7597,6451757.546,1872730.0,10.481560499847607,6451587.939,1872859.698,15.400792441328862,10.667479427003961
7598,6451760.169,1872727.682,10.478512648582749,6451591.779,1872856.424,15.653764096312099,10.667479427003961
7599,6451762.791,1872725.364,10.536421822615056,6451595.705,1872853.05,16.001219140505942,10.667479427003961
7600,6451765.413,1872723.046,10.621761658031089,6451599.713,1872849.546,16.34562633343493,10.667479427003961
7601,6451768.036,1872720.728,10.68881438585797,6451603.807,1872845.943,16.601645839683023,10.667479427003961
7602,6451770.636,1872718.43,10.780249923803717,6451607.985,1872842.321,16.732703444071927,10.667479427003961
7603,6451773.304,1872716.093,10.947881743370923,6451612.141,1872838.719,16.772325510515085,10.667479427003961
7604,6451776.019,1872713.694,11.176470588235293,6451616.297,1872835.116,16.76927765925023,10.667479427003961
7605,6451778.792,1872711.245,11.42944224321853,6451620.453,1872831.514,16.763181956720512,10.667479427003961
7606,6451781.638,1872708.726,11.682413898201768,6451624.609,1872827.911,16.763181956720512,10.627857360560803
7607,6451784.542,1872706.158,11.911002743066136,6451628.765,1872824.309,16.763181956720512,10.539469673879914
7608,6451787.494,1872703.528,12.078634562633344,6451632.921,1872820.706,16.763181956720512,10.472416946053032
7609,6451790.513,1872700.859,12.17007010057909,6451637.077,1872817.103,16.763181956720512,10.472416946053032
7610,6451793.51,1872698.21,12.200548613227674,6451641.233,1872813.501,16.760134105455652,10.536421822615056
7611,6451796.507,1872695.561,12.194452910697956,6451645.389,1872809.898,16.763181956720512,10.627857360560803
7612,6451799.5,1872692.908,12.197500761962816,6451649.545,1872806.296,16.79975617189881,10.667479427003961
7613,6451802.496,1872690.258,12.209692167022249,6451653.689,1872802.708,16.89119170984456,10.667479427003961
7614,6451805.515,1872687.628,12.1914050594331,6451657.856,1872799.106,17.049679975617188,10.667479427003961
7615,6451808.571,1872684.996,12.133495885400793,6451662.089,1872795.42,17.250838159097835,10.667479427003961
7616,6451811.635,1872682.453,12.06644315757391,6451666.365,1872791.65,17.442852788783906,10.667479427003961
7617,6451814.658,1872680.001,12.06339530630905,6451670.709,1872787.838,17.564766839378237,10.667479427003961
7618,6451817.64,1872677.448,12.1914050594331,6451675.083,1872784.007,17.567814690643097,10.667479427003961
7619,6451820.61,1872674.746,12.416946053032612,6451679.437,1872780.194,17.43980493751905,10.667479427003961
7620,6451823.6,1872671.896,12.627247790307832,6451683.736,1872776.442,17.20816824138982,10.661383724474245
7621,6451826.605,1872668.928,12.749161840902163,6451687.997,1872772.796,16.949100883876866,10.658335873209387
7622,6451829.605,1872666.005,12.776592502285888,6451692.201,1872769.264,16.71136848521792,10.694910088387687
7623,6451832.604,1872663.082,12.758305394696738,6451696.305,1872765.713,16.525449558061567,10.801584882657725
7624,6451835.603,1872660.159,12.746113989637305,6451700.364,1872762.128,16.41572691252667,10.97226455348979
7625,6451838.603,1872657.236,12.752209692167023,6451704.318,1872758.578,16.37915269734837,11.158183480646144
7626,6451841.602,1872654.314,12.73697043584273,6451708.341,1872755.02,16.366961292288938,11.26790612618104
7627,6451844.608,1872651.376,12.682109113075281,6451712.44,1872751.486,16.3547698872295,11.270953977445899
7628,6451847.6,1872648.45,12.602864980188967,6451716.492,1872747.969,16.351722035964645,11.213044803413593
7629,6451850.545,1872645.622,12.544955806156658,6451720.46,1872744.437,16.391344102407803,11.149039926851568
7630,6451853.566,1872642.867,12.566290765010667,6451724.491,1872740.895,16.507162450472414,11.145992075586712
7631,6451856.644,1872640.143,12.679061261810423,6451728.567,1872737.272,16.644315757391038,11.240475464797319
7632,6451859.774,1872637.377,12.816214568729045,6451732.71,1872733.61,16.738799146601647,11.438585797013106
7633,6451862.997,1872634.566,12.91374580920451,6451736.83,1872729.967,16.772325510515085,11.700701005790917
7634,6451866.202,1872631.766,12.959463578177385,6451740.951,1872726.324,16.717464187747638,11.950624809509296
7635,6451869.398,1872628.973,12.959463578177385,6451745.072,1872722.682,16.592502285888447,12.1182566290765
7636,6451872.602,1872626.173,12.956415726912525,6451749.193,1872719.039,16.510210301737274,12.188357208168242
7637,6451875.798,1872623.379,12.962511429442243,6451753.314,1872715.396,16.510210301737274,12.203596464492533
7638,6451879.003,1872620.58,12.93203291679366,6451757.434,1872711.754,16.592502285888447,12.203596464492533
7639,6451882.221,1872617.767,12.837549527583052,6451761.555,1872708.111,16.71136848521792,12.17007010057909
7640,6451885.379,1872614.986,12.672965559280707,6451765.676,1872704.468,16.763181956720512,12.060347455044193
7641,6451888.484,1872612.273,12.471807375800061,6451769.797,1872700.826,16.757086254190792,11.874428527887838
7642,6451891.542,1872609.623,12.307223407497714,6451773.918,1872697.183,16.754038402925936,11.648887534288326
7643,6451894.532,1872607.01,12.212740018287107,6451778.039,1872693.54,16.787564766839377,11.462968607131971
7644,6451897.544,1872604.378,12.182261505638524,6451782.137,1872689.917,16.879000304785126,11.365437366656506
7645,6451900.556,1872601.746,12.185309356903382,6451786.302,1872686.253,17.003962206644314,11.34105455653764
7646,6451903.568,1872599.114,12.1914050594331,6451790.516,1872682.509,17.077110637000914,11.350198110332215
7647,6451906.58,1872596.482,12.1914050594331,6451794.77,1872678.752,17.022249314233466,11.359341664126791
7648,6451909.592,1872593.85,12.1914050594331,6451798.941,1872675.049,16.860713197195977,11.359341664126791
7649,6451912.604,1872591.218,12.1914050594331,6451803.078,1872671.441,16.732703444071927,11.356293812861932
7650,6451915.616,1872588.586,12.1914050594331,6451807.098,1872667.889,16.78451691557452,11.353245961597073
7651,6451918.628,1872585.954,12.1914050594331,6451811.248,1872664.29,17.055775678146905,11.368485217921364
7652,6451921.64,1872583.322,12.1914050594331,6451815.493,1872660.584,17.43675708625419,11.432490094483388
7653,6451924.652,1872580.69,12.1914050594331,6451819.819,1872656.725,17.74154221274002,11.557451996342579
7654,6451927.664,1872578.058,12.197500761962816,6451824.273,1872652.797,17.851264858274916,11.734227369704358
7655,6451930.676,1872575.426,12.200548613227674,6451828.699,1872648.908,17.781164279183177,11.923194148125571
7656,6451933.688,1872572.794,12.160926546784516,6451833.072,1872645.109,17.640963120999697,12.06644315757391
7657,6451936.722,1872570.143,12.02986894239561,6451837.384,1872641.341,17.54038402925937,12.1548308442548
7658,6451939.673,1872567.51,11.807375800060957,6451841.71,1872637.561,17.54038402925937,12.1914050594331
7659,6451942.553,1872564.997,11.600121914050595,6451846.021,1872633.793,17.640963120999697,12.194452910697956
7660,6451945.36,1872562.595,11.51782992989942,6451850.394,1872629.994,17.781164279183177,12.1914050594331
7661,6451948.151,1872560.174,11.526973483693995,6451854.816,1872626.107,17.851264858274916,12.1914050594331
7662,6451951.007,1872557.66,11.505638524839988,6451859.289,1872622.177,17.759829320329168,12.1914050594331
7663,6451953.848,1872555.127,11.347150259067355,6451863.644,1872618.309,17.503809814081073,12.1914050594331
7664,6451956.615,1872552.705,11.069795793965254,6451867.933,1872614.591,17.180737580006095,12.1914050594331
7665,6451959.313,1872550.403,10.82901554404145,6451872.137,1872610.973,16.924718073758,12.1914050594331
7666,6451961.926,1872548.119,10.697957939652545,6451876.256,1872607.373,16.793660469369094,12.185309356903382
7667,6451964.562,1872545.815,10.658335873209387,6451880.398,1872603.754,16.754038402925936,12.182261505638524
7668,6451967.197,1872543.512,10.664431575739105,6451884.539,1872600.135,16.757086254190792,12.215787869551965
7669,6451969.833,1872541.209,10.667479427003961,6451888.681,1872596.516,16.763181956720512,12.310271258762572
7670,6451972.468,1872538.906,10.667479427003961,6451892.822,1872592.897,16.763181956720512,12.450472416946052
7671,6451975.104,1872536.603,10.667479427003961,6451896.964,1872589.278,16.763181956720512,12.563242913745809
7672,6451977.739,1872534.3,10.667479427003961,6451901.105,1872585.659,16.763181956720512,12.563242913745809
7673,6451980.375,1872531.997,10.667479427003961,6451905.247,1872582.04,16.763181956720512,12.471807375800061
7674,6451983.01,1872529.694,10.667479427003961,6451909.389,1872578.421,16.763181956720512,12.377323986589454
7675,6451985.646,1872527.391,10.667479427003961,6451913.53,1872574.802,16.763181956720512,12.313319110027429
7676,6451988.281,1872525.088,10.667479427003961,6451917.672,1872571.183,16.763181956720512,12.282840597378847
7677,6451990.917,1872522.785,10.661383724474245,6451921.813,1872567.564,16.76622980798537,12.252362084730265
7678,6451993.553,1872520.482,10.658335873209387,6451925.955,1872563.945,16.772325510515085,12.212740018287107
7679,6451996.188,1872518.179,10.70405364218226,6451930.096,1872560.326,16.760134105455652,12.197500761962816
7680,6451998.803,1872515.905,10.865589759219748,6451934.26,1872556.687,16.693081377628772,12.200548613227674
7681,6452001.493,1872513.589,11.16427918317586,6451938.34,1872553.067,16.510210301737274,12.167022249314233
7682,6452004.267,1872511.09,11.57269125266687,6451942.35,1872549.567,16.241999390429747,12.075586711368484
7683,6452007.117,1872508.483,11.981103322157878,6451946.308,1872546.159,16.00731484303566,11.944529106979578
7684,6452010.049,1872505.692,12.282840597378847,6451950.165,1872542.789,15.891496494971046,11.804327948796097
7685,6452013.059,1872502.861,12.447424565681196,6451954.078,1872539.369,15.909783602560195,11.67936604693691
7686,6452016.049,1872500.059,12.490094483389209,6451958.05,1872535.898,15.982932032916793,11.554404145077719
7687,6452019.037,1872497.248,12.462663822005485,6451962.007,1872532.441,15.985979884181653,11.450777202072539
7688,6452022.025,1872494.444,12.413898201767752,6451965.979,1872528.97,15.885400792441327,11.408107284364522
7689,6452025.019,1872491.691,12.343797622676012,6451969.889,1872525.531,15.711673270344406,11.423346540688813
7690,6452028.022,1872489.005,12.24017067967083,6451973.747,1872522.16,15.544041450777202,11.438585797013106
7691,6452031.053,1872486.35,12.096921670222493,6451977.536,1872518.871,15.464797317890888,11.435537945748248
7692,6452034.017,1872483.743,11.904907040536422,6451981.325,1872515.582,15.504419384334042,11.481255714721122
7693,6452036.932,1872481.188,11.69765315452606,6451985.18,1872512.192,15.659859798841817,11.673270344407191
7694,6452039.796,1872478.702,11.566595550137153,6451989.061,1872508.816,15.931118561414204,12.026821091130753
7695,6452042.577,1872476.266,11.566595550137153,6451992.985,1872505.399,16.312099969521487,12.43523316062176
7696,6452045.44,1872473.78,11.700701005790917,6451997.027,1872501.761,16.80280402316367,12.764401097226456
