,Index(Frame ID),Front vehicle position(global_X),Front vehicle position(global_Y),Front vehicle velocity(m/s),Rear vehicle position(global_X),Rear vehicle position(global_Y),Rear vehicle velocity(m/s),Ego vehicle velocity(m/s)
1011,5432,6451426.107,1873035.387,5.162295301337449,6451426.107,1873035.387,7.899749223719504,7.618103908063473
1012,5433,6451427.342,1873034.228,5.433866825587338,6451427.342,1873034.228,8.284585670361672,7.620300527200465
1013,5434,6451428.681,1873033.051,5.842070677852141,6451428.681,1873033.051,8.491915079438204,7.62241363392196
1014,5435,6451430.113,1873031.777,6.3160811628052835,6451430.113,1873031.777,8.12636471053838,7.618103908063473
1015,5436,6451431.638,1873030.374,6.722680987823205,6451431.638,1873030.374,7.89053675043344,7.620300527200465
1016,5437,6451433.255,1873028.874,6.9988909791978,6451433.255,1873028.874,7.635693230809939,7.620300527200465
1017,5438,6451434.977,1873027.355,6.899137733459478,6451434.977,1873027.355,7.575006701995369,7.620300527200465
1018,5439,6451436.673,1873025.856,6.901156646220427,6451436.673,1873025.856,7.620300527200465,7.6202176239133514
1019,5440,6451438.369,1873024.356,6.899137732989501,6451438.369,1873024.356,7.618103908063473,7.620300527200465
1020,5441,6451440.065,1873022.857,6.901156646220427,6451440.065,1873022.857,7.6224136344140305,7.620300525154433
1021,5442,6451441.761,1873021.357,6.901421842093667,6451441.761,1873021.357,7.620300527200465,7.618103908063473
1022,5443,6451443.458,1873019.858,6.901156648346772,6451443.458,1873019.858,7.618103908063473,7.620300527200465
1023,5444,6451445.154,1873018.358,6.89913773133251,6451445.154,1873018.358,7.620300525154433,7.620300527200465
1024,5445,6451446.85,1873016.859,6.901156648346772,6451446.85,1873016.859,7.620300527200465,7.6202176239133514
1025,5446,6451448.546,1873015.359,6.899137730862531,6451448.546,1873015.359,7.529713092810701,7.53190958774851
1026,5447,6451450.242,1873013.86,6.901156648346772,6451450.242,1873013.86,7.754956023446871,7.742152796675281
1027,5448,6451451.938,1873012.36,6.89913773133251,6451451.938,1873012.36,7.995412954255714,8.154280169080977
1028,5449,6451453.634,1873010.861,6.901156648346772,6451453.634,1873010.861,8.261848437212404,8.610865414398257
1029,5450,6451455.33,1873009.361,6.901421842093667,6451455.33,1873009.361,8.545110264592989,9.022072792869972
1030,5451,6451457.027,1873007.862,6.899137733459478,6451457.027,1873007.862,8.221714320241935,9.234914882525583
1031,5452,6451458.723,1873006.363,6.901156646220427,6451458.723,1873006.363,7.991019558944946,9.142214206970623
1032,5453,6451460.419,1873004.863,6.9355764871774355,6451460.419,1873004.863,8.293713295538003,9.144327144814966
1033,5454,6451462.123,1873003.355,6.822791921802729,6451462.123,1873003.355,8.471099953000596,9.14432714735265
1034,5455,6451463.805,1873001.878,6.714696958945168,6451463.805,1873001.878,8.68302072774574,9.144327145306987
1035,5456,6451465.46,1873000.424,6.889344444923811,6451465.46,1873000.424,8.642477558076292,9.14432714686063
1036,5457,6451467.141,1872998.913,7.226532890639597,6451467.141,1872998.913,8.682779987070115,9.142214204924487
1037,5458,6451468.874,1872997.295,7.568265018079826,6451468.874,1872997.295,8.998497716922136,9.14432714686063
1038,5459,6451470.66,1872995.57,7.697489104471492,6451470.66,1872995.57,9.090918425063297,9.144327145306987
1039,5460,6451472.475,1872993.814,7.620300527200465,6451472.475,1872993.814,8.927109656285154,9.14432714735265
1040,5461,6451474.277,1872992.081,7.620300527200465,6451474.277,1872992.081,8.903704680901056,9.144327144814966
1041,5462,6451476.079,1872990.348,7.620300527200465,6451476.079,1872990.348,8.912738204709,9.14432714735265
1042,5463,6451477.881,1872988.615,7.618103908063473,6451477.881,1872988.615,8.916844166332943,9.142214204432591
1043,5464,6451479.682,1872986.882,7.62241363392196,6451479.682,1872986.882,8.914665844510171,9.144327145306987
1044,5465,6451481.484,1872985.148,7.620300527200465,6451481.484,1872985.148,8.91684416583662,9.14432714735265
1045,5466,6451483.286,1872983.415,7.618103908063473,6451483.286,1872983.415,8.914665844510171,9.144327144814966
1046,5467,6451485.087,1872981.682,7.620300527200465,6451485.087,1872981.682,8.91684416583662,9.14432714735265
1047,5468,6451486.889,1872979.949,7.620300525154433,6451486.889,1872979.949,8.916844166332943,9.142214204924487
1048,5469,6451488.691,1872978.216,7.618103908063473,6451488.691,1872978.216,8.912533897797099,9.14432714686063
1049,5470,6451490.492,1872976.483,7.62241363392196,6451490.492,1872976.483,8.916844166332943,9.144327145306987
1050,5471,6451492.294,1872974.749,7.620300527200465,6451492.294,1872974.749,8.916844166332943,9.14432714735265
1051,5472,6451494.096,1872973.016,7.618103908063473,6451494.096,1872973.016,8.914665844013726,9.144327144814966
1052,5473,6451495.897,1872971.283,7.620137158573521,6451495.897,1872971.283,8.916844166332943,9.142214206970623
1053,5474,6451497.697,1872969.548,7.620300527200465,6451497.697,1872969.548,8.91684416583662,9.144327144814966
1054,5475,6451499.499,1872967.815,7.623364249008004,6451499.499,1872967.815,8.912533898293418,9.14432714735265
1055,5476,6451501.311,1872966.091,7.627329354569925,6451501.311,1872966.091,8.91684416583662,9.144327145306987
1056,5477,6451503.138,1872964.381,7.628876091249265,6451503.138,1872964.381,8.920877422964795,9.14432714686063
1057,5478,6451504.975,1872962.681,7.69349495419232,6451504.975,1872962.681,8.914665844510171,9.144327145306987
1058,5479,6451506.813,1872960.951,7.569322463284252,6451506.813,1872960.951,8.898216688562714,9.142214206478727
1059,5480,6451508.651,1872959.281,7.308331790989334,6451508.651,1872959.281,8.876247528153367,9.144327145306987
1060,5481,6451510.493,1872957.746,7.21600401437957,6451510.493,1872957.746,8.864047791396994,9.14432714735265
1061,5482,6451512.336,1872956.26,7.308331790989334,6451512.336,1872956.26,8.861565570270281,9.144327144814966
1062,5483,6451514.178,1872954.725,7.570967566094381,6451514.178,1872954.725,8.866049937206666,9.053823241040517
1063,5484,6451516.014,1872953.052,7.6953308164775915,6451516.014,1872953.052,8.86375222507907,9.268226769066628
1064,5485,6451517.85,1872951.319,7.625709812758124,6451517.85,1872951.319,8.86375222507907,9.753390447694867
1065,5486,6451519.703,1872949.638,7.710898450029013,6451519.703,1872949.638,8.866049937206666,10.202545226512584
1066,5487,6451521.598,1872947.962,7.488573754789481,6451521.598,1872947.962,8.861749559678072,10.451952882557965
1067,5488,6451523.446,1872946.343,7.230032040919632,6451523.446,1872946.343,8.866049939346789,10.726195661949342
1068,5489,6451525.239,1872944.79,7.015516784758271,6451525.239,1872944.79,8.86375222507907,10.633175494580957
1069,5490,6451526.977,1872943.281,6.703029488487281,6451526.977,1872943.281,8.866049937672898,10.710394865447139
1070,5491,6451528.64,1872941.842,6.471618942017953,6451528.64,1872941.842,8.86375222461272,10.669179076321832
1071,5492,6451530.245,1872940.452,6.237486807327822,6451530.245,1872940.452,8.866049937672898,10.66843759679027
1072,5493,6451531.802,1872939.124,6.006804579532906,6451531.802,1872939.124,8.86174955921186,10.666240723199822
1073,5494,6451533.291,1872937.833,6.095406373070685,6451533.291,1872937.833,8.86375222507907,10.670550436098004
1074,5495,6451534.802,1872936.523,6.097709688601661,6451534.802,1872936.523,8.866049937672898,10.666240723199822
1075,5496,6451536.314,1872935.213,6.095406373070685,6451536.314,1872935.213,8.86375222675242,10.66835399710049
1076,5497,6451537.825,1872933.903,6.095406372605807,6451537.825,1872933.903,8.866049937672898,10.66843759679027
1077,5498,6451539.336,1872932.593,6.095406373070685,6451539.336,1872932.593,8.924548683488926,10.668353997592579
1078,5499,6451540.847,1872931.283,6.097709688601661,6451540.847,1872931.283,8.773743578095182,10.666240725245625
1079,5500,6451542.359,1872929.973,6.095406373070685,6451542.359,1872929.973,8.56154336279487,10.669179073796506
1080,5501,6451543.87,1872928.663,6.095406373070685,6451543.87,1872928.663,8.532581892424648,10.787554097619372
1081,5502,6451545.381,1872927.353,6.095406372605807,6451545.381,1872927.353,8.739562136078773,10.735575670118907
1082,5503,6451546.892,1872926.043,6.097709688601661,6451546.892,1872926.043,9.086022561488484,10.586157284881168
1083,5504,6451548.404,1872924.733,6.095406373070685,6451548.404,1872924.733,9.22370579271133,10.592074097310693
1084,5505,6451549.915,1872923.423,6.095406373070685,6451549.915,1872923.423,9.144327145306987,10.286303225817537
1085,5506,6451551.426,1872922.113,6.095406372605807,6451551.426,1872922.113,9.14432714686063,10.233588167671588
1086,5507,6451552.937,1872920.803,6.097709688601661,6451552.937,1872920.803,9.144327145306987,10.16229209193407
1087,5508,6451554.449,1872919.493,6.095406373070685,6451554.449,1872919.493,9.142214206970623,9.777179212463771
1088,5509,6451555.96,1872918.183,6.095406373070685,6451555.96,1872918.183,9.144327144814966,9.563157679758206
1089,5510,6451557.471,1872916.873,6.095406372605807,6451557.471,1872916.873,9.14432714735265,9.470761864103514
1090,5511,6451558.982,1872915.563,6.186311536756367,6451558.982,1872915.563,9.144327145306987,9.606932399336939
1091,5512,6451560.516,1872914.234,5.9559526652058095,6451560.516,1872914.234,9.14432714686063,9.813117300997867
1092,5513,6451561.965,1872912.923,5.557307322717486,6451561.965,1872912.923,9.142214204924487,9.70788191350614
1093,5514,6451563.328,1872911.712,5.1132396256013894,6451563.328,1872911.712,9.14432714686063,9.362885475291984
1094,5515,6451564.61,1872910.63,4.714408708118071,6451564.61,1872910.63,9.144327145306987,9.139961523642766
1095,5516,6451565.805,1872909.648,4.481378946693174,6451565.805,1872909.648,9.14432714735265,9.103473393330804
1096,5517,6451566.916,1872908.685,4.572284470409745,6451566.916,1872908.685,9.144327144814966,9.141958119329166
1097,5518,6451568.05,1872907.703,4.571977648835058,6451568.05,1872907.703,9.142214206970623,9.144261108422182
1098,5519,6451569.183,1872906.72,4.572284470409745,6451569.183,1872906.72,9.144327144814966,9.14484984368756
1099,5520,6451570.317,1872905.738,4.571977648835058,6451570.317,1872905.738,9.14432714735265,9.23510451314611
1100,5521,6451571.45,1872904.755,4.572284469945178,6451571.45,1872904.755,9.144327145306987,9.077254116106213
1101,5522,6451572.584,1872903.773,4.571977648835058,6451572.584,1872903.773,9.141970314569628,8.482091137119866
1102,5523,6451573.717,1872902.79,4.569980760981238,6451573.717,1872902.79,9.14432714735265,8.095557429682444
1103,5524,6451574.85,1872901.808,4.574280352588385,6451574.85,1872901.808,9.15409143907535,7.853853820290915
1104,5525,6451575.984,1872900.825,4.569980760516437,6451575.984,1872900.825,9.168997023372093,7.585775790939193
1105,5526,6451577.117,1872899.843,4.574280352588385,6451577.117,1872899.843,9.271729433105593,7.623135136745189
1106,5527,6451578.251,1872898.86,4.569980760981238,6451578.251,1872898.86,9.092291798582783,7.618835575769972
1107,5528,6451579.384,1872897.878,4.574280352588385,6451579.384,1872897.878,8.713157297527763,7.62083205749321
1108,5529,6451580.518,1872896.895,4.571977646690905,6451580.518,1872896.895,8.572931719821456,7.6188355762347335
1109,5530,6451581.651,1872895.912,4.5699807631263285,6451581.651,1872895.912,8.716050589776223,7.620832057028286
1110,5531,6451582.784,1872894.93,4.574280350443419,6451582.784,1872894.93,9.08963938591156,7.6188355762347335
1111,5532,6451583.918,1872893.947,4.569980762661528,6451583.918,1872893.947,9.25987466779738,7.620832059637877
1112,5533,6451585.051,1872892.965,4.574280350443419,6451585.051,1872892.965,9.153190688798638,7.618835573624745
1113,5534,6451586.185,1872891.982,4.5699807631263285,6451586.185,1872891.982,9.144261107957362,7.620832059637877
1114,5535,6451587.318,1872891.0,4.574280350443419,6451587.318,1872891.0,9.141205571902884,7.6188355740895055
1115,5536,6451588.452,1872890.017,4.5699807631263285,6451588.452,1872890.017,9.144261108422182,7.620832059637877
1116,5537,6451589.585,1872889.035,4.574280350443419,6451589.585,1872889.035,9.144261108422182,7.618835573624745
1117,5538,6451590.719,1872888.052,4.569980762661528,6451590.719,1872888.052,9.144261107957362,7.620832059637877
1118,5539,6451591.852,1872887.07,4.571977648835058,6451591.852,1872887.07,9.144261108422182,7.6188355740895055
1119,5540,6451592.985,1872886.087,4.572284470409745,6451592.985,1872886.087,9.144261108422182,7.620832059172952
1120,5541,6451594.119,1872885.105,4.571977648835058,6451594.119,1872885.105,9.141958119329166,7.6188355740895055
1121,5542,6451595.252,1872884.122,4.572284470409745,6451595.252,1872884.122,9.144261108422182,7.620832059637877
1122,5543,6451596.386,1872883.14,4.571977648835058,6451596.386,1872883.14,9.144261108422182,7.621139256206568
1123,5544,6451597.519,1872882.157,4.572284469945178,6451597.519,1872882.157,9.144261107957362,7.620832059637877
1124,5545,6451598.653,1872881.175,4.571977648835058,6451598.653,1872881.175,9.144261108422182,7.6188355740895055
1125,5546,6451599.786,1872880.192,4.569980760981238,6451599.786,1872880.192,9.232862925342562,7.620832059637877
1126,5547,6451600.919,1872879.21,4.574280352588385,6451600.919,1872879.21,9.004341428256753,7.620832057028286
1127,5548,6451602.053,1872878.227,4.569980760516437,6451602.053,1872878.227,8.608023650020884,7.6188355762347335
1128,5549,6451603.186,1872877.245,4.55907854075294,6451603.186,1872877.245,8.157637611811387,7.62083205749321
1129,5550,6451604.316,1872876.265,4.572284472091081,6451604.316,1872876.265,7.7626342889810935,7.618835575769972
1130,5551,6451605.45,1872875.283,4.639081031444999,6451605.45,1872875.283,7.530233745088827,7.620832059637877
1131,5552,6451606.6,1872874.286,4.730296659770914,6451606.6,1872874.286,7.620832059637877,7.709433840633637
1132,5553,6451607.774,1872873.271,4.797402888581919,6451607.774,1872873.271,7.618835573624745,7.479082133813
1133,5554,6451608.965,1872872.242,4.808307672158523,6451608.965,1872872.242,7.620832059637877,7.0806325829233385
1134,5555,6451610.159,1872871.211,4.795096899805563,6451610.159,1872871.211,7.6188355740895055,6.636582382674835
1135,5556,6451611.349,1872870.182,4.797402889045879,6451611.349,1872870.182,7.620832059637877,6.237469678281008
1136,5557,6451612.54,1872869.153,4.797402888581919,6451612.54,1872869.153,7.618835573624745,6.006804579532906
1137,5558,6451613.731,1872868.124,4.795096900269746,6451613.731,1872868.124,7.620832059637877,6.095406373070685
1138,5559,6451614.921,1872867.095,4.797402888581919,6451614.921,1872867.095,7.6188355740895055,6.095406373070685
1139,5560,6451616.112,1872866.066,4.797402891193885,6451616.112,1872866.066,7.620832059172952,6.097709688601661
1140,5561,6451617.303,1872865.037,4.797402889045879,6451617.303,1872865.037,7.6188355740895055,6.095406373070685
1141,5562,6451618.494,1872864.008,4.795096899805563,6451618.494,1872864.008,7.620832059637877,6.095406372605807
1142,5563,6451619.684,1872862.979,4.797402889045879,6451619.684,1872862.979,7.618835575769972,6.095406373070685
1143,5564,6451620.875,1872861.95,4.797402888581919,6451620.875,1872861.95,7.62083205749321,6.097709688601661
1144,5565,6451622.066,1872860.921,4.795096900269746,6451622.066,1872860.921,7.621139256671189,6.095406373070685
1145,5566,6451623.256,1872859.892,4.797402889045879,6451623.256,1872859.892,7.620832059637877,6.095406372605807
1146,5567,6451624.447,1872858.863,4.795410758420468,6451624.447,1872858.863,7.618835573624745,6.186311536756367
1147,5568,6451625.638,1872857.835,4.795096897658328,6451625.638,1872857.835,7.620832059637877,5.9559526652058095
1148,5569,6451626.828,1872856.806,4.797402891193885,6451626.828,1872856.806,7.709433842778347,5.557307322717486
1149,5570,6451628.019,1872855.777,4.797402889045879,6451628.019,1872855.777,7.479082131225675,5.1132396256013894
1150,5571,6451629.21,1872854.748,4.795096899805563,6451629.21,1872854.748,7.080632585520621,4.7144087103112335
1151,5572,6451630.4,1872853.719,4.797402889045879,6451630.4,1872853.719,6.634258903449471,4.572284470409745
1152,5573,6451631.591,1872852.69,4.797402888581919,6451631.591,1872852.69,6.239812864097297,4.430968081933718
1153,5574,6451632.782,1872851.661,4.795096900269746,6451632.782,1872851.661,6.006804579532906,4.034061105712314
1154,5575,6451633.972,1872850.632,4.797402889045879,6451633.972,1872850.632,6.184008171305106,3.5880177740385593
1155,5576,6451635.163,1872849.603,4.797402890729926,6451635.163,1872849.603,5.9559526652058095,3.192174343179697
1156,5577,6451636.354,1872848.574,4.797402889045879,6451636.354,1872848.574,5.557307322717486,3.0465518557825737
1157,5578,6451637.545,1872847.545,4.795096899805563,6451637.545,1872847.545,5.113239622974356,2.9107554209719972
1158,5579,6451638.735,1872846.516,4.797402889045879,6451638.735,1872846.516,4.71676399797772,2.5089780061003353
1159,5580,6451639.926,1872845.487,4.795410756271568,6451639.926,1872845.487,4.569980760981238,2.0630975166661267
1160,5581,6451641.117,1872844.459,4.795096900269746,6451641.117,1872844.459,4.430968084025039,1.670929611577462
1161,5582,6451642.307,1872843.43,4.797402888581919,6451642.307,1872843.43,4.036330038506733,1.4348279911044968
1162,5583,6451643.498,1872842.401,4.797402891193885,6451643.498,1872842.401,3.588459215493413,1.5231249735079233
1163,5584,6451644.689,1872841.372,4.795096897658328,6451644.689,1872841.372,3.0465518557825737,1.5234299186047107
1164,5585,6451645.879,1872840.343,4.797402891193885,6451645.879,1872840.343,2.5069647150467484,1.5254257959860664
1165,5586,6451647.07,1872839.314,4.797402889045879,6451647.07,1872839.314,2.0630975144601744,1.5234299186047107
1166,5587,6451648.261,1872838.285,4.795096899805563,6451648.261,1872838.285,1.6709296138558338,1.5254257959860664
1167,5588,6451649.451,1872837.256,4.797402889045879,6451649.451,1872837.256,1.4348279911044968,1.5234299186047107
1168,5589,6451650.642,1872836.227,4.797402888581919,6451650.642,1872836.227,1.6140275247390448,1.6140275242740065
